"","live1","live2","live3","mean","sd","stn","depthid","treatment","subt","substrate"
"stn8-d1-LV-amend1-subt1-p3",489.936560246526,440.851603218291,404.723874466698,445.170679310505,42.7702147314071,"stn8","d1","amend1","subt1","p3"
"stn8-d1-LV-amend1-subt1-p4",498.480828664877,429.095823422763,374.394365068435,433.990339052025,62.1878591398802,"stn8","d1","amend1","subt1","p4"
"stn8-d1-LV-amend1-subt2-a",34.0555876011337,37.0939800550734,24.1710328423025,31.7735334995032,6.75695710790675,"stn8","d1","amend1","subt2","a"
"stn8-d1-LV-amend1-subt2-b",1145.35182353028,1348.40850579355,1032.0183343377,1175.25955455384,160.301401833233,"stn8","d1","amend1","subt2","b"
"stn8-d1-LV-amend1-subt2-L",125.06112634257,132.884240858098,145.731086262656,134.558817821108,10.4362333616243,"stn8","d1","amend1","subt2","L"
"stn8-d1-LV-amend1-subt2-p1",78.3393679267732,146.937966003783,132.431679511675,119.236337814077,36.1528656736927,"stn8","d1","amend1","subt2","p1"
"stn8-d1-LV-amend1-subt2-p2",915.914042970599,823.089211473677,796.497342817592,845.166865753956,62.6949294819602,"stn8","d1","amend1","subt2","p2"
"stn8-d1-LV-amend1-subt2-p3",368.78402388989,347.937294525294,304.265929223472,340.329082546219,32.9250634317554,"stn8","d1","amend1","subt2","p3"
"stn8-d1-LV-amend1-subt2-p4",408.720750671907,348.590394918011,388.788914430152,382.033353340024,30.6291221716254,"stn8","d1","amend1","subt2","p4"
"stn8-d1-LV-amend1-subt3-a",319.224628090372,348.760720521255,364.631840725885,344.205729779171,23.0437561028364,"stn8","d1","amend1","subt3","a"
"stn8-d1-LV-amend1-subt3-b",1262.34170900508,1374.44066903458,1070.20320450772,1235.66186084913,153.863476590945,"stn8","d1","amend1","subt3","b"
"stn8-d1-LV-amend1-subt3-L",285.121388898476,290.428235314284,245.869136287984,273.806253500248,24.3393209297029,"stn8","d1","amend1","subt3","L"
"stn8-d1-LV-amend1-subt3-p1",198.532770361687,204.148620767036,121.845304272011,174.842231800245,45.982498730696,"stn8","d1","amend1","subt3","p1"
"stn8-d1-LV-amend1-subt3-p2",417.012929182049,509.301611717914,551.143224946092,492.485921948685,68.6280527717978,"stn8","d1","amend1","subt3","p2"
"stn8-d1-LV-amend1-subt3-p3",860.43871886385,696.219565335059,717.784476735706,758.147586978205,89.2405070456477,"stn8","d1","amend1","subt3","p3"
"stn8-d1-LV-amend1-subt3-p4",518.658483485718,554.396836080564,401.119567584762,491.391629050348,80.1940850217974,"stn8","d1","amend1","subt3","p4"
"stn8-d1-LV-amend1-subt4-a",714.747982601576,586.293080419115,550.791392834552,617.277485285081,86.2581349246647,"stn8","d1","amend1","subt4","a"
"stn8-d1-LV-amend1-subt4-b",1322.48883908881,1442.01638289588,1236.74177154015,1333.74899784162,103.099514538941,"stn8","d1","amend1","subt4","b"
"stn8-d1-LV-amend1-subt4-L",223.33945550596,220.726869884798,202.29673202729,215.454352472683,11.4694652336424,"stn8","d1","amend1","subt4","L"
"stn8-d1-LV-amend1-subt4-p1",145.377883728576,98.3264705069398,118.133928307213,120.612760847576,23.6234487238985,"stn8","d1","amend1","subt4","p1"
"stn8-d1-LV-amend1-subt4-p2",742.96511654458,552.764983622252,484.814726538037,593.514942234956,133.812650038535,"stn8","d1","amend1","subt4","p2"
"stn8-d1-LV-amend1-subt4-p3",239.813102498066,212.282685288325,452.325845814693,301.473877867028,131.364828410036,"stn8","d1","amend1","subt4","p3"
"stn8-d1-LV-amend1-subt4-p4",281.727209046496,517.939251086758,189.556475051511,329.740978394922,169.374742610688,"stn8","d1","amend1","subt4","p4"
"stn8-d1-LV-amend1-subt5-a",256.524025494209,259.225867128004,162.248664570633,225.999519064282,55.2263847590656,"stn8","d1","amend1","subt5","a"
"stn8-d1-LV-amend1-subt5-b",1220.97314825912,1233.83078008799,1017.54049351618,1157.4481406211,121.334009918435,"stn8","d1","amend1","subt5","b"
"stn8-d1-LV-amend1-subt5-L",71.2943414939798,45.1605339616616,60.0044486011201,58.8197746855872,13.1071188004332,"stn8","d1","amend1","subt5","L"
"stn8-d1-LV-amend1-subt5-p1",13.5642313522446,52.8681015032642,11.5514144018769,25.9945824191286,23.2949002786656,"stn8","d1","amend1","subt5","p1"
"stn8-d1-LV-amend1-subt5-p2",359.086087245642,403.621979719178,307.000677813443,356.569581592754,48.3597828367288,"stn8","d1","amend1","subt5","p2"
"stn8-d1-LV-amend1-subt5-p3",25.4928502641566,159.210430739569,55.406338480712,80.0365398281459,70.1789352003929,"stn8","d1","amend1","subt5","p3"
"stn8-d1-LV-amend1-subt5-p4",93.7782377435261,58.2032789392789,101.925011995341,84.6355095593818,23.2505826667471,"stn8","d1","amend1","subt5","p4"
"stn8-d1-LV-amend2-subt0-a",24.4717568501604,44.4598831576288,17.1070667448162,28.6795689175351,14.1535650358493,"stn8","d1","amend2","subt0","a"
"stn8-d1-LV-amend2-subt0-b",79.9539446205587,38.142088394757,48.0995308704951,55.3985212952703,21.8406564960282,"stn8","d1","amend2","subt0","b"
"stn8-d1-LV-amend2-subt0-L",86.3708982632978,78.0422060481616,41.9685280251314,68.7938774455303,23.6017225462144,"stn8","d1","amend2","subt0","L"
"stn8-d1-LV-amend2-subt0-p1",103.564803419878,115.089151098824,161.561810163403,126.738588227368,30.7033424379341,"stn8","d1","amend2","subt0","p1"
"stn8-d1-LV-amend2-subt0-p2",1326.46098697277,1168.91094533536,1258.27796040578,1251.21663090464,79.0120287407553,"stn8","d1","amend2","subt0","p2"
"stn8-d1-LV-amend2-subt0-p3",191.138810829573,116.559984787675,124.958016889706,144.218937502318,40.8501850740105,"stn8","d1","amend2","subt0","p3"
"stn8-d1-LV-amend2-subt0-p4",147.183875874492,174.973541611478,170.604579000174,164.253998828715,14.9436870225844,"stn8","d1","amend2","subt0","p4"
"stn8-d1-LV-amend2-subt1-a",102.449044019205,89.1621110540039,101.230643348835,97.6139328073479,7.34480042350466,"stn8","d1","amend2","subt1","a"
"stn8-d1-LV-amend2-subt1-b",189.730961453369,206.693240918494,231.363421658095,209.262541343319,20.9348134498322,"stn8","d1","amend2","subt1","b"
"stn8-d1-LV-amend2-subt1-L",1247.90842966633,1209.67366954574,1204.63792826717,1220.74000915975,23.66288184421,"stn8","d1","amend2","subt1","L"
"stn8-d1-LV-amend2-subt1-p1",497.562945467659,523.776070960021,479.112943892265,500.150653439982,22.4437275041415,"stn8","d1","amend2","subt1","p1"
"stn8-d1-LV-amend2-subt1-p2",1033.32077633507,982.355625164143,937.361228697494,984.345876732235,48.0107229864352,"stn8","d1","amend2","subt1","p2"
"stn8-d1-LV-amend2-subt1-p3",516.134216488691,480.667214987866,407.89621652157,468.232549332709,55.1799949409864,"stn8","d1","amend2","subt1","p3"
"stn8-d1-LV-amend2-subt1-p4",587.604933437448,491.301181737262,446.800779742609,508.56896497244,71.9728051268168,"stn8","d1","amend2","subt1","p4"
"stn8-d1-LV-amend2-subt2-a",26.6598567905122,27.6556165887876,24.8486246411941,26.388032673498,1.42310126533803,"stn8","d1","amend2","subt2","a"
"stn8-d1-LV-amend2-subt2-b",651.04511367111,860.899702249879,270.834886812666,594.259900911218,299.102895163818,"stn8","d1","amend2","subt2","b"
"stn8-d1-LV-amend2-subt2-L",119.701891893257,107.93240470378,98.5268544269628,108.720383674667,10.6094880210433,"stn8","d1","amend2","subt2","L"
"stn8-d1-LV-amend2-subt2-p1",89.0503905331592,154.595848875152,132.553093271535,125.399777559949,33.3530991298815,"stn8","d1","amend2","subt2","p1"
"stn8-d1-LV-amend2-subt2-p2",849.967905629953,786.491232210383,720.401925201383,785.62035434724,64.7873802703392,"stn8","d1","amend2","subt2","p2"
"stn8-d1-LV-amend2-subt2-p3",292.937299585878,260.556853352959,252.587591931285,268.693914956707,21.370155722647,"stn8","d1","amend2","subt2","p3"
"stn8-d1-LV-amend2-subt2-p4",396.793396681023,339.395736345811,334.769245683782,356.986126236872,34.5516307736956,"stn8","d1","amend2","subt2","p4"
"stn8-d1-LV-amend2-subt3-a",237.812320151678,340.890808499948,284.818616155036,287.840581602221,51.6056479119689,"stn8","d1","amend2","subt3","a"
"stn8-d1-LV-amend2-subt3-b",1287.33382069606,790.404403049277,720.177465151752,932.638562965697,309.175516646975,"stn8","d1","amend2","subt3","b"
"stn8-d1-LV-amend2-subt3-L",93.9909589613696,94.6734920912712,102.005616013679,96.89002235544,4.44335872122838,"stn8","d1","amend2","subt3","L"
"stn8-d1-LV-amend2-subt3-p1",144.962589167752,182.798315514286,117.456375401073,148.405760027704,32.8067653635317,"stn8","d1","amend2","subt3","p1"
"stn8-d1-LV-amend2-subt3-p2",439.579286624068,473.92834428666,489.293131322798,467.600254077842,25.453882473025,"stn8","d1","amend2","subt3","p2"
"stn8-d1-LV-amend2-subt3-p3",381.44704729462,433.480302324686,368.399580861512,394.442310160273,34.4315657391928,"stn8","d1","amend2","subt3","p3"
"stn8-d1-LV-amend2-subt3-p4",314.461806701432,402.589800527177,316.48066252775,344.510756585453,50.3080555537617,"stn8","d1","amend2","subt3","p4"
"stn8-d1-LV-amend2-subt4-a",328.977209370865,359.615616845123,276.165719468765,321.586181894918,42.2130525832212,"stn8","d1","amend2","subt4","a"
"stn8-d1-LV-amend2-subt4-b",1311.96164236488,622.215923617196,1086.71108900209,1006.96288499472,351.720231383538,"stn8","d1","amend2","subt4","b"
"stn8-d1-LV-amend2-subt4-L",254.456980263226,264.551424938576,246.44890107272,255.152435424841,9.07127807918103,"stn8","d1","amend2","subt4","L"
"stn8-d1-LV-amend2-subt4-p1",169.028603935924,110.343714279535,96.3170289353452,125.229782383601,38.5738195213459,"stn8","d1","amend2","subt4","p1"
"stn8-d1-LV-amend2-subt4-p2",625.044444272128,569.289318471497,479.795812706077,558.043191816568,73.274468722104,"stn8","d1","amend2","subt4","p2"
"stn8-d1-LV-amend2-subt4-p3",335.07868223914,311.272132277314,296.533725448335,314.29484665493,19.449447939665,"stn8","d1","amend2","subt4","p3"
"stn8-d1-LV-amend2-subt4-p4",316.48064202573,321.678073977262,257.336550852235,298.498422285076,35.7418252137882,"stn8","d1","amend2","subt4","p4"
"stn8-d1-LV-amend2-subt5-a",407.086207141725,403.94389510408,300.26446830034,370.431523515381,60.7867605601624,"stn8","d1","amend2","subt5","a"
"stn8-d1-LV-amend2-subt5-b",521.288693783022,581.223628262941,436.112501402761,512.874941149575,72.9205266690419,"stn8","d1","amend2","subt5","b"
"stn8-d1-LV-amend2-subt5-L",136.05381466238,102.547736437813,98.6130117043415,112.404854268178,20.5748757098786,"stn8","d1","amend2","subt5","L"
"stn8-d1-LV-amend2-subt5-p1",48.5369537400757,47.9227571286977,43.9303368546578,46.7966825744771,2.5012522280853,"stn8","d1","amend2","subt5","p1"
"stn8-d1-LV-amend2-subt5-p2",317.272128157895,291.824403315266,159.26524110866,256.120590860607,84.8387632901109,"stn8","d1","amend2","subt5","p2"
"stn8-d1-LV-amend2-subt5-p3",294.476743828828,239.242349404491,216.567790508123,250.095627913814,40.072390653449,"stn8","d1","amend2","subt5","p3"
"stn8-d1-LV-amend2-subt5-p4",65.953909411987,79.5996191332286,43.7592087991697,63.1042457814618,18.0893391347993,"stn8","d1","amend2","subt5","p4"
"stn8-d1-LV-amend3-subt0-a",23.426789551097,17.9044402106791,16.6499558474131,19.3270618697297,3.60544838410516,"stn8","d1","amend3","subt0","a"
"stn8-d1-LV-amend3-subt0-b",49.0308605796494,50.5221525203347,38.4115260408209,45.9881797136016,6.60380561275354,"stn8","d1","amend3","subt0","b"
"stn8-d1-LV-amend3-subt0-L",174.580912189299,148.951223652321,166.437682364155,163.323272735258,13.0956059091606,"stn8","d1","amend3","subt0","L"
"stn8-d1-LV-amend3-subt0-p1",101.893024090375,240.268241402889,140.431123128293,160.864129540519,71.4146763967526,"stn8","d1","amend3","subt0","p1"
"stn8-d1-LV-amend3-subt0-p2",1298.31797710982,1433.96400446713,1134.4375601334,1288.90651390345,149.984847379882,"stn8","d1","amend3","subt0","p2"
"stn8-d1-LV-amend3-subt0-p3",617.110296297506,68.5191277531305,43.2444116628605,242.957945237832,324.271782878147,"stn8","d1","amend3","subt0","p3"
"stn8-d1-LV-amend3-subt0-p4",295.988793848561,329.579591641195,59.9095541492868,228.492646546348,146.960129646457,"stn8","d1","amend3","subt0","p4"
"stn8-d1-LV-amend3-subt1-a",157.777773849906,156.12372635009,237.672547404012,183.858015868003,46.6120887926408,"stn8","d1","amend3","subt1","a"
"stn8-d1-LV-amend3-subt1-b",949.525263106473,904.074468731899,1074.8199114697,976.13988110269,88.4293784454298,"stn8","d1","amend3","subt1","b"
"stn8-d1-LV-amend3-subt1-L",1951.00670973039,1825.13275725121,1907.13495603266,1894.42480767142,63.8922834284846,"stn8","d1","amend3","subt1","L"
"stn8-d1-LV-amend3-subt1-p1",768.201283702962,796.201215763023,701.614501589244,755.339000351743,48.587450790336,"stn8","d1","amend3","subt1","p1"
"stn8-d1-LV-amend3-subt1-p2",1357.45446494979,1213.79300916496,1304.69164109316,1291.97970506931,72.6694465209444,"stn8","d1","amend3","subt1","p2"
"stn8-d1-LV-amend3-subt1-p3",559.126952850883,530.46668816801,452.625067644047,514.072902887647,55.1110699861333,"stn8","d1","amend3","subt1","p3"
"stn8-d1-LV-amend3-subt1-p4",615.856607091266,545.414058354428,513.356602178655,558.209089208116,52.4342193865934,"stn8","d1","amend3","subt1","p4"
"stn8-d1-LV-amend3-subt2-a",103.308149579956,108.394161924512,76.460479264276,96.0542635895813,17.1582099454512,"stn8","d1","amend3","subt2","a"
"stn8-d1-LV-amend3-subt2-b",1371.54064747219,1355.84919183461,1109.74953913157,1279.04645947946,146.825205174267,"stn8","d1","amend3","subt2","b"
"stn8-d1-LV-amend3-subt2-L",123.932545629084,115.082141850274,112.302677799224,117.105788426194,6.073287045182,"stn8","d1","amend3","subt2","L"
"stn8-d1-LV-amend3-subt2-p1",98.7996888261975,110.915893697447,95.5295444746016,101.748375666082,8.1059238314715,"stn8","d1","amend3","subt2","p1"
"stn8-d1-LV-amend3-subt2-p2",861.230019084582,835.065994458575,724.853964646557,807.049992729905,72.3759581675191,"stn8","d1","amend3","subt2","p2"
"stn8-d1-LV-amend3-subt2-p3",440.663042742767,412.875594020986,386.663273536628,413.400636766794,27.0037130964012,"stn8","d1","amend3","subt2","p3"
"stn8-d1-LV-amend3-subt2-p4",392.936598093389,349.674668886088,294.439121758112,345.68346291253,49.3698845952382,"stn8","d1","amend3","subt2","p4"
"stn8-d1-LV-amend3-subt3-a",383.483778501392,431.669350562783,373.201908967913,396.118346010696,31.2143341074698,"stn8","d1","amend3","subt3","a"
"stn8-d1-LV-amend3-subt3-b",1567.81393260526,1517.39482583719,1369.94411416286,1485.0509575351,102.82368708213,"stn8","d1","amend3","subt3","b"
"stn8-d1-LV-amend3-subt3-L",169.2570070827,207.603321730202,192.276155888624,189.712161567175,19.301308554645,"stn8","d1","amend3","subt3","L"
"stn8-d1-LV-amend3-subt3-p1",213.227248866686,269.788299146164,112.74577302019,198.587107011014,79.5382868068737,"stn8","d1","amend3","subt3","p1"
"stn8-d1-LV-amend3-subt3-p2",833.250304977493,790.883926919211,744.836662775804,789.656964890836,44.2195896487786,"stn8","d1","amend3","subt3","p2"
"stn8-d1-LV-amend3-subt3-p3",392.130988313647,352.267313839566,327.535281170231,357.311194441148,32.591899207959,"stn8","d1","amend3","subt3","p3"
"stn8-d1-LV-amend3-subt3-p4",430.15368616028,351.974206697584,227.602458999885,336.576783952583,102.149695919453,"stn8","d1","amend3","subt3","p4"
"stn8-d1-LV-amend3-subt4-a",694.211820125234,689.524311010345,608.005832746806,663.913987960795,48.4745763261438,"stn8","d1","amend3","subt4","a"
"stn8-d1-LV-amend3-subt4-b",1541.61412752536,1439.42580538514,1394.18752526569,1458.4091527254,75.5243429010666,"stn8","d1","amend3","subt4","b"
"stn8-d1-LV-amend3-subt4-L",319.511699067159,296.160902710664,299.464470948022,305.045690908615,12.6363536990312,"stn8","d1","amend3","subt4","L"
"stn8-d1-LV-amend3-subt4-p1",402.047404721498,321.040260328759,229.55079806482,317.546154371692,86.3013696840704,"stn8","d1","amend3","subt4","p1"
"stn8-d1-LV-amend3-subt4-p2",771.534030378248,722.092017847304,767.077632122996,753.567893449516,27.3498250459998,"stn8","d1","amend3","subt4","p2"
"stn8-d1-LV-amend3-subt4-p3",339.170893586557,339.799438429761,405.901868128028,361.624066714782,38.3469886777062,"stn8","d1","amend3","subt4","p3"
"stn8-d1-LV-amend3-subt4-p4",404.939932798416,359.264877075018,298.76933797335,354.324715948928,53.2574191577182,"stn8","d1","amend3","subt4","p4"
"stn8-d1-LV-amend3-subt5-a",311.10234801868,299.037206906311,377.219566481216,329.119707135402,42.0902513574181,"stn8","d1","amend3","subt5","a"
"stn8-d1-LV-amend3-subt5-b",1222.14058528485,1229.27242309589,362.850304522181,938.087770967641,498.183021468601,"stn8","d1","amend3","subt5","b"
"stn8-d1-LV-amend3-subt5-L",192.933649484752,146.545201222818,147.295350715461,162.25806714101,26.5684812354995,"stn8","d1","amend3","subt5","L"
"stn8-d1-LV-amend3-subt5-p1",75.160815476989,71.2207919727058,72.8449113073168,73.0755062523372,1.980107781177,"stn8","d1","amend3","subt5","p1"
"stn8-d1-LV-amend3-subt5-p2",330.551876286483,308.582082677241,283.076727185922,307.403562049882,23.7595060698231,"stn8","d1","amend3","subt5","p2"
"stn8-d1-LV-amend3-subt5-p3",31.1089990205095,29.3715595205396,40.3933433345956,33.6246339585482,5.92589604760809,"stn8","d1","amend3","subt5","p3"
"stn8-d1-LV-amend3-subt5-p4",141.390383728221,133.282196362862,118.521801660464,131.064793917182,11.5944239465363,"stn8","d1","amend3","subt5","p4"
"stn8-d1-LV-unamend1-subt0-a",0.887273180755282,0.806589096629064,0.414958706075878,0.702940327820074,0.252641131260598,"stn8","d1","unamend1","subt0","a"
"stn8-d1-LV-unamend1-subt0-b",12.1751150064895,11.9736775193039,3.69757996867589,9.28212416482308,4.83740577937719,"stn8","d1","unamend1","subt0","b"
"stn8-d1-LV-unamend1-subt0-L",42.5354090520047,40.8704887375372,27.8120409481511,37.0726462458977,8.06300798547729,"stn8","d1","unamend1","subt0","L"
"stn8-d1-LV-unamend1-subt0-p1",16.6382806949251,23.32959939345,22.8847920432891,20.9508907105547,3.74144587758146,"stn8","d1","unamend1","subt0","p1"
"stn8-d1-LV-unamend1-subt0-p2",26.9875224419811,20.491052523122,17.5752774359622,21.6846174670218,4.81830229124451,"stn8","d1","unamend1","subt0","p2"
"stn8-d1-LV-unamend1-subt0-p3",116.265820474016,118.125972398242,274.693797557935,169.695196810064,90.9362120420317,"stn8","d1","unamend1","subt0","p3"
"stn8-d1-LV-unamend1-subt0-p4",17.1329609550073,14.0402128128854,12.4915407725568,14.5549048468165,2.36312848674351,"stn8","d1","unamend1","subt0","p4"
"stn8-d1-LV-unamend1-subt1-a",2.01685569663262,2.60901628237963,2.73838561784443,2.45475253228556,0.384706817259318,"stn8","d1","unamend1","subt1","a"
"stn8-d1-LV-unamend1-subt1-b",8.29481419133711,5.71722754857115,3.59089881263957,5.86764685084928,2.35556244819792,"stn8","d1","unamend1","subt1","b"
"stn8-d1-LV-unamend1-subt1-L",48.1842296985941,254.409974255114,37.2108788869538,113.268360946887,122.355301734112,"stn8","d1","unamend1","subt1","L"
"stn8-d1-LV-unamend1-subt1-p1",17.8276663380134,9.94199570072081,14.1771800580314,13.9822806989219,3.94644646107111,"stn8","d1","unamend1","subt1","p1"
"stn8-d1-LV-unamend1-subt1-p2",106.44513580585,194.561399530588,148.656835641246,149.887790325895,44.0710269936905,"stn8","d1","unamend1","subt1","p2"
"stn8-d1-LV-unamend1-subt1-p3",46.246790203671,56.5195979211019,34.07211744532,45.612835190031,11.2371601905082,"stn8","d1","unamend1","subt1","p3"
"stn8-d1-LV-unamend1-subt1-p4",38.67703288013,21.8001470349955,22.9576850383181,27.8116216511479,9.4275046771907,"stn8","d1","unamend1","subt1","p4"
"stn8-d1-LV-unamend1-subt2-a",10.4420124749486,9.86980200687973,10.8805662388772,10.3974602402352,0.506852798537035,"stn8","d1","unamend1","subt2","a"
"stn8-d1-LV-unamend1-subt2-b",26.9617095761611,21.8649356715935,13.0805511298819,20.6357321258788,7.02174095009746,"stn8","d1","unamend1","subt2","b"
"stn8-d1-LV-unamend1-subt2-L",28.4906521963779,26.4048237531684,65.7458209341301,40.2137656278921,22.1359900658231,"stn8","d1","unamend1","subt2","L"
"stn8-d1-LV-unamend1-subt2-p1",-0.265930117382803,10.7842665764107,13.0581795489754,7.85883866933441,7.1275220750209,"stn8","d1","unamend1","subt2","p1"
"stn8-d1-LV-unamend1-subt2-p2",147.065253165678,161.40874231342,197.270392193496,168.581462557531,25.8597164132912,"stn8","d1","unamend1","subt2","p2"
"stn8-d1-LV-unamend1-subt2-p3",66.8832247527712,29.6868289722025,27.1393018383571,41.2364518544436,22.247251374006,"stn8","d1","unamend1","subt2","p3"
"stn8-d1-LV-unamend1-subt2-p4",10.2889796167847,13.3169010012516,12.687306224833,12.0977289476231,1.59774153165635,"stn8","d1","unamend1","subt2","p4"
"stn8-d1-LV-unamend1-subt3-a",16.0848627682409,16.0757963473349,23.4372625887245,18.5326405681001,4.24752968487473,"stn8","d1","unamend1","subt3","a"
"stn8-d1-LV-unamend1-subt3-b",26.4249550714032,27.4666175820381,34.5407714399738,29.4774480311384,4.41578964097716,"stn8","d1","unamend1","subt3","b"
"stn8-d1-LV-unamend1-subt3-L",49.3297422288707,25.2542320135644,21.0725417095732,31.8855053173361,15.2511535471562,"stn8","d1","unamend1","subt3","L"
"stn8-d1-LV-unamend1-subt3-p1",5.10764835402725,6.3763517974799,2.06407651171574,4.51602555440763,2.21617749465728,"stn8","d1","unamend1","subt3","p1"
"stn8-d1-LV-unamend1-subt3-p2",155.881474523753,151.958326210019,161.64251259297,156.494104442247,4.87107308893126,"stn8","d1","unamend1","subt3","p2"
"stn8-d1-LV-unamend1-subt3-p3",88.9506127102212,270.007067082749,230.582716507399,196.513465433456,95.2149952425683,"stn8","d1","unamend1","subt3","p3"
"stn8-d1-LV-unamend1-subt3-p4",21.2400010580678,20.1059497088125,14.0511252522553,18.4656920063785,3.86494732637384,"stn8","d1","unamend1","subt3","p4"
"stn8-d1-LV-unamend1-subt4-a",12.0556457871215,12.4528614524831,11.9360135690535,12.148173602886,0.270562342481428,"stn8","d1","unamend1","subt4","a"
"stn8-d1-LV-unamend1-subt4-b",56.235949749771,33.406269482874,62.8619050189375,50.8347080838608,15.4527885787169,"stn8","d1","unamend1","subt4","b"
"stn8-d1-LV-unamend1-subt4-L",9.95540214479093,15.7686959901792,35.1050189404802,20.2763723584834,13.1668206459847,"stn8","d1","unamend1","subt4","L"
"stn8-d1-LV-unamend1-subt4-p1",58.9169191455895,2.8452709700504,0.734481042911408,20.8322237195171,32.9991951083909,"stn8","d1","unamend1","subt4","p1"
"stn8-d1-LV-unamend1-subt4-p2",145.824703088076,117.052708404221,38.6463515007305,100.507920997676,55.4715896201922,"stn8","d1","unamend1","subt4","p2"
"stn8-d1-LV-unamend1-subt4-p3",16.7737108878357,324.316901263023,16.0233528171111,119.037988322657,177.777149355007,"stn8","d1","unamend1","subt4","p3"
"stn8-d1-LV-unamend1-subt4-p4",5.26280263539674,4.64412576514141,4.00319847936425,4.63670895996746,0.629834830906344,"stn8","d1","unamend1","subt4","p4"
"stn8-d1-LV-unamend1-subt5-a",2.53397871642799,2.06806048713235,6.16391935621729,3.58865285325921,2.24238001240667,"stn8","d1","unamend1","subt5","a"
"stn8-d1-LV-unamend1-subt5-b",21.6051979854065,20.0435252627301,16.8856225346805,19.5114485942724,2.40435590015532,"stn8","d1","unamend1","subt5","b"
"stn8-d1-LV-unamend1-subt5-L",22.7222335574038,10.6530097745152,23.9369590424184,19.1040674581125,7.34398879898396,"stn8","d1","unamend1","subt5","L"
"stn8-d1-LV-unamend1-subt5-p1",11.9000904442537,16.3359672230903,20.3010773743048,16.1790450138829,4.20269125496145,"stn8","d1","unamend1","subt5","p1"
"stn8-d1-LV-unamend1-subt5-p2",48.5973982696058,51.1060182944534,26.9408976553417,42.214771406467,13.286899869091,"stn8","d1","unamend1","subt5","p2"
"stn8-d1-LV-unamend1-subt5-p3",21.0640772356837,20.7917711488955,18.3008939366043,20.0522474403945,1.52281547557609,"stn8","d1","unamend1","subt5","p3"
"stn8-d1-LV-unamend1-subt5-p4",5.40165787947759,2.90725564647509,1.6985861265102,3.33583321748763,1.88837076674246,"stn8","d1","unamend1","subt5","p4"
"stn8-d1-LV-unamend2-subt0-a",27.9063893499741,3.36398185750312,0.572386101319637,10.6142524362656,15.0403374629133,"stn8","d1","unamend2","subt0","a"
"stn8-d1-LV-unamend2-subt0-b",24.6708509447562,13.5162743101428,1.66438234800206,13.2838358676337,11.5049954387442,"stn8","d1","unamend2","subt0","b"
"stn8-d1-LV-unamend2-subt0-L",43.647909257421,34.6315006797373,31.1771138735094,36.4855079368892,6.43880358133613,"stn8","d1","unamend2","subt0","L"
"stn8-d1-LV-unamend2-subt0-p1",66.6325074610144,23.8243977116228,16.9154986854368,35.7908012860247,26.932162023811,"stn8","d1","unamend2","subt0","p1"
"stn8-d1-LV-unamend2-subt0-p2",18.3496741210112,18.4288726857059,11.9954785820134,16.2580084629102,3.69167155125095,"stn8","d1","unamend2","subt0","p2"
"stn8-d1-LV-unamend2-subt0-p3",38.2243070722447,28.7850382618431,33.7809335314035,33.5967596218304,4.72232876243074,"stn8","d1","unamend2","subt0","p3"
"stn8-d1-LV-unamend2-subt0-p4",14.366931093439,139.271294293377,13.3765727935649,55.6715993934603,72.401152911469,"stn8","d1","unamend2","subt0","p4"
"stn8-d1-LV-unamend2-subt1-a",0.984227300738056,19.3009869366645,0.961478754879559,7.08223099742737,10.5817591590938,"stn8","d1","unamend2","subt1","a"
"stn8-d1-LV-unamend2-subt1-b",6.27502029560238,11.5984772941563,2.60369243426384,6.82573000800752,4.52260981728922,"stn8","d1","unamend2","subt1","b"
"stn8-d1-LV-unamend2-subt1-L",41.4519439576965,41.8290991500327,40.6699015735876,41.316981560439,0.59126634591712,"stn8","d1","unamend2","subt1","L"
"stn8-d1-LV-unamend2-subt1-p1",11.2413200382431,4.80749616897836,3.21685233473477,6.42188951398539,4.24884924249662,"stn8","d1","unamend2","subt1","p1"
"stn8-d1-LV-unamend2-subt1-p2",69.4619946877482,52.511944450906,63.0835127291893,61.6858172892812,8.56102886135328,"stn8","d1","unamend2","subt1","p2"
"stn8-d1-LV-unamend2-subt1-p3",52.8972482584613,67.3491219994598,38.0706447104805,52.7723383228005,14.6396383138156,"stn8","d1","unamend2","subt1","p3"
"stn8-d1-LV-unamend2-subt1-p4",43.5056164542914,33.6000905172462,37.5825277179856,38.2294115631744,4.98434600065482,"stn8","d1","unamend2","subt1","p4"
"stn8-d1-LV-unamend2-subt2-a",6.00528287746334,5.37425620896343,6.87754049264428,6.08569319302369,0.754861095518137,"stn8","d1","unamend2","subt2","a"
"stn8-d1-LV-unamend2-subt2-b",10.4370338825061,16.7199822181976,9.49787366692352,12.2182965892091,3.92675255195878,"stn8","d1","unamend2","subt2","b"
"stn8-d1-LV-unamend2-subt2-L",20.0012271778946,16.551815968927,15.2022079077394,17.2517503515204,2.47488941041462,"stn8","d1","unamend2","subt2","L"
"stn8-d1-LV-unamend2-subt2-p1",8.28336977194359,17.9040369014549,13.1007369180936,13.0960478638307,4.8103352788176,"stn8","d1","unamend2","subt2","p1"
"stn8-d1-LV-unamend2-subt2-p2",75.2171320206271,86.240338563278,63.4473513212304,74.9682739683785,11.3985312475627,"stn8","d1","unamend2","subt2","p2"
